Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
08/02/2021,31,MA,9055,9162697,10500,5809,5016344,5911,Report,9055,10500,3766,4414729,4409
08/02/2021,31,DC,273,907346,855,177,501576,523,Admin,273,855,103,424622,340
08/02/2021,31,IL,8639,13737959,17677,5911,7887794,11979,Admin,8639,17677,3286,6114592,6528
08/02/2021,31,OR,2699,4762990,4765,1774,2561760,3194,Admin,2699,4766,1146,2359826,1917
08/02/2021,31,AR,7201,2462767,9372,5407,1426956,7290,Report,7201,9372,1922,1103057,2364
08/02/2021,31,RI,542,1335521,1422,348,721171,896,Admin,542,1423,202,658622,563
08/02/2021,31,KY,4975,4234268,7629,3759,2337312,5671,Admin,4975,7629,1537,2044345,2339
08/02/2021,31,WA,5654,9048440,10382,3745,4900479,6550,Admin,5654,10382,2258,4412060,4374
08/02/2021,31,MN,4102,6110273,6438,2868,3323182,4375,Admin,4102,6438,1554,3029945,2426
08/02/2021,31,NJ,11792,10407999,20102,7250,5703353,10906,Report,11792,20102,4859,5198961,9989
08/02/2021,31,AK,386,700531,732,263,383580,518,Admin,386,732,180,336922,284
08/02/2021,31,UT,13,3005610,6653,9,1685954,4039,Report,13,6653,23,1437050,2767
08/02/2021,31,AZ,112,7113423,10660,81,3943939,7068,Report,112,10660,107,3299000,3649
08/02/2021,31,NE,2984,1949202,3635,2115,1040565,2442,Report,2984,3635,903,960065,1211
08/02/2021,31,CA,51011,45466988,67977,33855,25812915,43779,Admin,51011,67977,19396,21009354,26486
08/02/2021,31,ND,181,664810,875,133,364729,606,Report,181,875,59,306177,284
08/02/2021,31,SC,9098,4431174,9089,6762,2438530,6447,Report,9098,9089,2520,2097931,2978
08/02/2021,31,DE,1616,1093915,1958,1096,607073,1196,Report,1616,1958,548,514946,793
08/02/2021,31,OH,12176,11116599,15357,7917,5916895,8673,Report,12176,15357,4582,5449657,6707
08/02/2021,31,ND,669,665764,770,493,365416,559,Admin,669,771,210,322202,237
08/02/2021,31,OK,1524,3464034,8372,1000,1932023,6215,Report,1524,8372,559,1594367,2376
08/02/2021,31,AK,100,697609,613,61,381506,427,Report,100,613,49,333175,244
08/02/2021,31,NH,3301,1596739,1953,2125,865836,1310,Report,3301,1953,1314,794084,747
08/02/2021,31,MD,8456,7227550,11085,5117,3900090,6432,Report,8456,11085,3442,3565231,4730
08/02/2021,31,NV,4238,2994078,6623,3016,1692438,4552,Admin,4238,6624,1513,1391328,2405
08/02/2021,31,GU,50,203315,252,33,108613,136,Admin,50,252,31,98855,144
08/02/2021,31,AZ,6511,7146055,10865,4687,3966224,7490,Admin,6511,10865,2053,3363181,3636
08/02/2021,31,FL,17418,22806408,54293,13298,12762496,40964,Admin,17418,54293,5371,10688987,15060
08/02/2021,31,MP,208,61861,177,114,32694,95,Admin,208,177,101,29694,86
08/02/2021,31,VI,405,85510,285,303,47856,206,Admin,405,286,102,38597,80
08/02/2021,31,NH,1419,1599068,1526,1040,867526,1070,Admin,1419,1526,547,779524,604
08/02/2021,31,GA,610,8942800,5118,355,4905154,3674,Admin,610,5119,294,4095568,1575
08/02/2021,31,PA,7414,14662300,14902,4946,8440603,10022,Admin,7414,14903,2880,6717161,5810
08/02/2021,31,VT,9,875208,363,7,483807,249,Admin,9,364,5,430469,156
08/02/2021,31,AL,11,3603951,10929,10,2069538,8951,Report,11,10929,40,1687444,2335
08/02/2021,31,FM,262,55981,108,209,33433,79,Report,262,108,108,29356,57
08/02/2021,31,HI,218,1721141,1332,150,1005181,863,Report,218,1332,88,759171,602
08/02/2021,31,MT,16,974848,1125,13,531024,805,Report,16,1125,12,474276,372
08/02/2021,31,WA,11768,9029293,12538,7046,4889569,7435,Report,11768,12538,5128,4400083,5722
08/02/2021,31,TN,11688,5783689,12894,8639,3144121,8888,Report,11688,12894,3078,2678142,3619
08/02/2021,31,LTC,109,7906639,699,67,4672917,517,Admin,109,699,41,3203893,210
08/02/2021,31,GU,343,203014,424,177,108436,216,Report,343,424,195,98790,245
08/02/2021,31,CO,8699,6505706,8312,5579,3505673,5163,Admin,8699,8312,3494,3158933,3484
08/02/2021,31,MH,125,36514,45,25,20177,15,Admin,125,45,105,17481,33
08/02/2021,31,KS,2410,2724194,4757,1741,1519794,3468,Admin,2410,4758,835,1275858,1526
08/02/2021,31,PR,4316,3984683,4459,2089,2186345,2266,Report,4316,4459,2362,1916882,2415
08/02/2021,31,ID,1519,1378105,1951,1161,735440,1351,Report,1519,1951,474,669805,745
08/02/2021,31,TN,5381,5805067,10869,4076,3159076,8005,Admin,5381,10869,1590,2734894,3174
08/02/2021,31,NV,7359,2982219,7339,5038,1684207,4958,Report,7359,7339,2564,1373864,2702
08/02/2021,31,RP,0,26674,155,0,15345,139,Report,0,155,0,13626,23
08/02/2021,31,NC,18143,9765610,19318,13257,5457762,13677,Report,18143,19318,5079,4603499,6142
08/02/2021,31,WY,22,447616,694,15,247099,491,Report,22,694,17,212334,276
08/02/2021,31,VT,733,874404,592,459,483238,361,Report,733,592,339,422092,275
08/02/2021,31,SC,4208,4446983,8371,2882,2450069,6024,Admin,4208,8371,1626,2110043,2677
08/02/2021,31,MO,5753,5518017,11904,3717,3068756,7956,Admin,5753,11904,2367,2599406,4281
08/02/2021,31,LA,8037,3698743,13627,6534,2058618,11277,Admin,8037,13627,1824,1761376,2713
08/02/2021,31,ID,1203,1380941,1605,873,737436,1176,Admin,1203,1605,414,667900,567
08/02/2021,31,SD,157,851793,1220,105,465476,874,Report,157,1220,57,415686,438
08/02/2021,31,VA,11098,9724238,16874,7364,5283434,10478,Report,11098,16874,4093,4669393,6607
08/02/2021,31,NE,1472,1954156,2808,1086,1044029,1994,Admin,1472,2808,458,957559,913
08/02/2021,31,UT,29,3029907,3445,26,1701306,2241,Admin,29,3446,6,1453458,1341
08/02/2021,31,WV,278,1488595,417,189,827375,281,Admin,278,418,132,697675,183
08/02/2021,31,MN,5780,6099571,8042,3984,3316113,5199,Report,5780,8042,1955,3039890,3131
08/02/2021,31,KY,7258,4217307,8879,5383,2325008,5940,Report,7258,8879,2034,2044765,3305
08/02/2021,31,TX,60245,27557900,70182,42100,15466254,49782,Report,60245,70182,20443,12757537,23376
08/02/2021,31,IN,5712,6108426,8573,3971,3224073,5672,Admin,5712,8573,2197,3005129,3260
08/02/2021,31,LTC,1165,7904885,823,720,4671546,604,Report,1165,823,0,0,0
08/02/2021,31,AS,247,52214,138,86,28849,73,Report,247,138,159,23859,64
08/02/2021,31,MT,604,977293,1039,456,532808,780,Admin,604,1040,203,475100,341
08/02/2021,31,DC,1283,904065,1146,794,499778,695,Report,1283,1146,498,387653,483
08/02/2021,31,AS,343,52559,125,160,29009,56,Admin,343,125,183,23926,68
08/02/2021,31,WI,6169,6178948,7438,4144,3273791,4885,Report,6169,7438,2184,3020950,2904
08/02/2021,31,AL,10740,3640433,12101,8838,2099258,9939,Admin,10740,12102,2245,1650300,2480
08/02/2021,31,RP,0,26674,117,0,15345,102,Admin,0,118,0,13519,23
08/02/2021,31,HI,1035,1723473,1255,765,1006804,808,Admin,1035,1255,348,753915,521
08/02/2021,31,VI,37,84872,300,27,47377,225,Report,37,300,11,37626,83
08/02/2021,31,GA,72,8942110,27481,52,4904744,18112,Report,72,27481,190,4105466,9489
08/02/2021,31,MD,9985,7250275,9404,6589,3913731,5982,Admin,9985,9404,3586,3560198,3690
08/02/2021,31,IA,3,3141324,3707,2,1683547,2539,Report,3,3707,42,1566013,1412
08/02/2021,31,NJ,16079,10437463,15687,10825,5722771,10023,Admin,16079,15688,5871,5076758,6297
08/02/2021,31,MI,6064,9840185,8691,3989,5209842,5653,Admin,6064,8692,2392,4797823,3412
08/02/2021,31,OR,4866,4755019,5524,3071,2556614,3569,Report,4866,5524,2065,2365761,2296
08/02/2021,31,WI,3934,6189514,6572,2877,3281011,4483,Admin,3934,6572,1360,3046944,2459
08/02/2021,31,NY,25710,23023551,41607,16353,12347002,25027,Report,25710,41607,10593,11140544,17895
08/02/2021,31,NY,29672,23076359,33540,20666,12381236,21726,Admin,29672,33540,10557,11195506,13378
08/02/2021,31,NM,2837,2502866,3061,2087,1367388,2113,Admin,2837,3061,906,1196913,1105
08/02/2021,31,LA,12593,3676853,14881,10509,2040854,12295,Report,12593,14881,2283,1722508,2946
08/02/2021,31,VA,5168,9738560,12451,3343,5292601,8060,Admin,5168,12452,1979,4672476,4894
08/02/2021,31,IA,1726,3157893,3451,1270,1694977,2467,Admin,1726,3451,593,1575844,1210
08/02/2021,31,OK,6129,3494053,8290,4608,1954332,6168,Admin,6129,8291,1782,1626541,2375
08/01/2021,31,IL,10477,13729320,19518,7045,7881883,13291,Admin,10477,19518,3802,6111306,7105
08/01/2021,31,NJ,8451,10421384,15667,5704,5711946,9903,Admin,8451,15668,2948,5070887,6402
08/01/2021,31,NV,9767,2974860,7408,6367,1679169,5010,Report,9767,7408,3738,1371300,2709
08/01/2021,31,GA,864,8942038,27473,713,4904692,18106,Report,864,27473,497,4105276,9479
08/01/2021,31,FL,39673,22788990,60722,30078,12749198,45567,Admin,39673,60722,10096,10683616,17035
08/01/2021,31,DC,269,907073,915,167,501399,557,Admin,269,915,95,424519,364
08/01/2021,31,ND,38,665095,783,32,364923,575,Admin,38,784,6,321992,233
08/01/2021,31,IA,32,3141321,3707,28,1683545,2539,Report,32,3707,87,1565971,1407
08/01/2021,31,LTC,356,7903720,666,221,4670826,507,Report,356,666,0,0,0
08/01/2021,31,DC,1769,902782,1086,1051,498984,655,Report,1769,1086,680,387155,462
08/01/2021,31,NC,8240,9777837,17918,6187,5466812,12964,Admin,8240,17918,2151,4652973,5488
08/01/2021,31,NJ,15750,10396207,20076,9673,5696103,10853,Report,15750,20076,6966,5194102,10010
08/01/2021,31,FM,0,55719,117,0,33224,85,Report,0,117,5,29248,70
08/01/2021,31,WV,16,1488317,423,13,827186,288,Admin,16,424,5,697543,181
08/01/2021,31,CO,3848,6497007,8241,2423,3500094,5094,Admin,3848,8241,1485,3155439,3483
08/01/2021,31,VA,33158,9713140,17200,20855,5276070,10602,Report,33158,17200,12526,4665300,6819
08/01/2021,31,MD,5803,7240290,9482,3722,3907142,5982,Admin,5803,9482,2175,3556612,3787
08/01/2021,31,NC,24565,9747467,18612,17568,5444505,13040,Report,24565,18612,7699,4598420,6107
08/01/2021,31,AR,13140,2455566,9237,9979,1421549,7207,Report,13140,9237,3360,1101135,2301
08/01/2021,31,MN,2658,6106171,6894,1953,3320314,4691,Admin,2658,6895,759,3028391,2578
08/01/2021,31,CA,28964,45415977,70830,19721,25779060,45770,Admin,28964,70830,9690,20989958,27441
08/01/2021,31,NM,750,2500029,3098,516,1365301,2117,Admin,750,3099,261,1196007,1139
08/01/2021,31,WY,10,447648,421,9,247121,310,Admin,10,422,6,215619,165
08/01/2021,31,MS,241,2150267,6077,142,1182230,4783,Report,241,6077,213,1027050,1410
08/01/2021,31,MI,15621,9814438,10249,9034,5193473,6195,Report,15621,10249,6917,4885353,4426
08/01/2021,31,RP,388,26674,155,276,15345,139,Report,388,155,165,13626,23
08/01/2021,31,DE,2062,1092299,1727,1275,605977,1040,Report,2062,1727,870,514398,718
08/01/2021,31,AK,236,700145,788,168,383317,563,Admin,236,789,78,336742,300
08/01/2021,31,SD,309,854567,1172,245,467485,852,Admin,309,1173,72,414373,392
08/01/2021,31,NE,4813,1946218,3209,3292,1038450,2141,Report,4813,3209,1664,959162,1084
08/01/2021,31,IN,11679,6084496,9554,7674,3208624,6160,Report,11679,9554,4258,2981690,3459
08/01/2021,31,WI,9214,6172779,7317,5923,3269647,4786,Report,9214,7317,3749,3018766,2877
08/01/2021,31,SC,4651,4442775,9147,3618,2447187,6580,Admin,4651,9147,1174,2108417,2898
08/01/2021,31,OR,6603,4750153,5444,4142,2553543,3474,Report,6603,5444,2849,2363696,2305
08/01/2021,31,WA,14443,9017525,12419,9047,4882523,7329,Report,14443,12419,6127,4394955,5727
08/01/2021,31,OH,6046,11133393,12335,4170,5928230,8478,Admin,6046,12336,2096,5522936,4620
08/01/2021,31,AS,0,52216,109,0,28849,58,Admin,0,110,0,23743,51
08/01/2021,31,VI,36,84835,303,32,47350,227,Report,36,303,8,37615,83
08/01/2021,31,IL,45706,13682875,26209,22825,7851870,15997,Report,45706,26209,12005,6163559,9073
08/01/2021,31,LA,6139,3690706,14563,5085,2052084,12101,Admin,6139,14563,1081,1759552,2822
08/01/2021,31,MH,0,36389,31,0,20152,13,Admin,0,32,0,17376,21
08/01/2021,31,OK,2248,3462510,8313,1689,1931023,6196,Report,2248,8313,614,1593808,2332
08/01/2021,31,AL,6118,3629693,12418,5002,2090420,10222,Admin,6118,12418,1123,1648055,2517
08/01/2021,31,MD,5555,7219094,10835,3492,3894973,6290,Report,5555,10835,2599,3561789,4624
08/01/2021,31,MO,5626,5512264,13284,3551,3065039,9025,Admin,5626,13284,2078,2597039,4619
08/01/2021,31,TX,36213,27618406,66917,26330,15500823,47834,Admin,36213,66918,10648,13133457,21933
08/01/2021,31,LTC,23,7906530,732,16,4672850,538,Admin,23,732,6,3203852,223
08/01/2021,31,ID,2894,1376586,1935,1849,734279,1326,Report,2894,1935,1133,669331,748
08/01/2021,31,CT,7550,4599836,6260,4950,2495467,4081,Report,7550,6260,2968,2259172,2533
08/01/2021,31,SD,399,851636,1224,279,465371,878,Report,399,1224,181,415629,440
08/01/2021,31,FL,78119,22626694,54211,57313,12629427,39107,Report,78119,54211,21307,10518519,15853
08/01/2021,31,NE,1441,1952684,3043,1028,1042943,2151,Admin,1441,3043,423,957101,991
08/01/2021,31,NY,47591,22997841,41172,29208,12330649,24609,Report,47591,41172,20093,11129951,17854
08/01/2021,31,ND,1064,664629,865,770,364596,602,Report,1064,865,324,306118,290
08/01/2021,31,RI,777,1334979,1562,495,720823,986,Admin,777,1562,298,658420,614
08/01/2021,31,AL,16765,3603940,12483,13304,2069528,10201,Report,16765,12483,3820,1687404,2655
08/01/2021,31,HI,1925,1720923,1555,1131,1005031,999,Report,1925,1555,931,759083,705
08/01/2021,31,VT,681,873671,597,428,482779,359,Report,681,597,309,421753,277
08/01/2021,31,MO,12507,5496056,16515,7914,3055257,11190,Report,12507,16515,4749,2545755,5740
08/01/2021,31,MT,318,976689,1132,233,532352,850,Admin,318,1132,104,474897,362
08/01/2021,31,NH,982,1597649,1554,683,866486,1086,Admin,982,1555,378,778977,612
08/01/2021,31,NV,4429,2989840,7052,3097,1689422,4795,Admin,4429,7052,1509,1389815,2590
08/01/2021,31,MP,272,61425,174,156,32462,97,Report,272,174,124,29509,81
08/01/2021,31,OH,17576,11104423,15230,10175,5908978,8545,Report,17576,15230,7857,5445075,6692
08/01/2021,31,GU,10,202671,375,6,108259,191,Report,10,375,6,98595,217
08/01/2021,31,VA,7567,9733392,13749,5209,5289258,8872,Admin,7567,13750,2603,4670497,5429
08/01/2021,31,CO,10806,6484050,9501,5953,3492412,5527,Report,10806,9501,3862,3138193,3970
08/01/2021,31,MN,11070,6093791,7933,7191,3312129,5090,Report,11070,7933,4298,3037935,3134
08/01/2021,31,KY,3483,4229293,8015,2604,2333553,5943,Admin,3483,8015,912,2042808,2460
08/01/2021,31,MT,1326,974832,1399,952,531011,987,Report,1326,1399,433,474264,470
08/01/2021,31,WA,4795,9042786,11085,3035,4896734,6959,Admin,4795,11085,1964,4409802,4698
08/01/2021,31,HI,174,1722438,1239,107,1006039,801,Admin,174,1239,70,753567,517
08/01/2021,31,VT,73,875199,414,43,483800,283,Admin,73,414,38,430464,178
08/01/2021,31,AR,2770,2492294,8627,2004,1443441,6694,Admin,2770,8628,764,1113580,2179
08/01/2021,31,AZ,6449,7139544,11737,4716,3961537,8066,Admin,6449,11737,1810,3361128,3940
08/01/2021,31,PR,5123,3980367,4518,2583,2184256,2353,Report,5123,4518,2801,1914520,2387
08/01/2021,31,IN,4228,6102714,9181,2953,3220102,6088,Admin,4228,9181,1307,3002932,3443
08/01/2021,31,MS,3165,2183872,7601,2538,1208753,6073,Admin,3165,7602,621,1030923,1627
08/01/2021,31,OR,1866,4760291,5085,1308,2559986,3386,Admin,1866,5085,653,2358680,2054
08/01/2021,31,AZ,13700,7113311,12411,9092,3943858,8237,Report,13700,12411,4845,3298893,4232
08/01/2021,31,LA,18163,3664260,14597,14845,2030345,12051,Report,18163,14597,3669,1720225,2887
08/01/2021,31,MP,12,61653,164,2,32580,91,Admin,12,165,12,29593,77
08/01/2021,31,CT,2341,4609283,5422,1598,2501686,3635,Admin,2341,5422,843,2263608,2130
08/01/2021,31,SC,11249,4422076,9015,7543,2431768,6341,Report,11249,9015,4133,2095411,3000
08/01/2021,31,US,273847,347683288,569396,195899,192318891,395399,Admin,273847,569396,84053,165192244,196670
08/01/2021,31,ID,609,1379738,1706,445,736563,1249,Admin,609,1706,210,667486,608
08/01/2021,31,TN,16269,5772001,12623,11329,3135482,8635,Report,16269,12623,4668,2675064,3589
08/01/2021,31,UT,55,3005597,6656,39,1685945,4040,Report,55,6656,58,1437027,2769
08/01/2021,31,WY,121,447594,697,97,247084,493,Report,121,697,87,212317,277
08/01/2021,31,WV,120,1487856,475,80,826877,300,Report,120,475,177,699963,293
08/01/2021,31,GU,0,203265,256,0,108580,138,Admin,0,257,0,98824,145
08/01/2021,31,PR,359,3989893,2494,219,2189062,1212,Admin,359,2494,160,1907175,1366
08/01/2021,31,MA,10334,9153642,10435,6497,5010535,5824,Report,10334,10435,4511,4410963,4407
08/01/2021,31,GA,1,8942190,8065,1,4904799,5805,Admin,1,8065,0,4095274,2451
08/01/2021,31,TX,76792,27497655,69047,54275,15424154,48909,Report,76792,69047,24091,12737094,23095
08/01/2021,31,NM,7445,2494981,4607,3718,1361964,2720,Report,7445,4607,3861,1202247,1956
08/01/2021,31,NH,1468,1593438,1652,1113,863711,1114,Report,1468,1652,492,792770,629
08/01/2021,31,PA,63593,14612105,26413,37831,8408860,15300,Report,63593,26413,28142,6722410,12210
08/01/2021,31,IA,1595,3156167,3783,1165,1693707,2706,Admin,1595,3783,496,1575251,1318
08/01/2021,31,US,816203,346456669,662529,516834,191498983,432399,Report,816203,662529,310459,164757423,247385
08/01/2021,31,MH,106,36160,45,60,19957,23,Report,106,45,53,17306,24
08/01/2021,31,MA,5131,9173521,8958,3419,5023367,5699,Admin,5131,8958,1934,4420236,3700
08/01/2021,31,ME,634,1676787,1545,429,918175,1023,Admin,634,1546,213,854937,615
08/01/2021,31,TN,6239,5799686,11868,4637,3155000,8740,Admin,6239,11869,1642,2733304,3445
08/01/2021,31,KS,2255,2721784,5184,1682,1518053,3800,Admin,2255,5185,596,1275023,1637
08/01/2021,31,RI,1874,1331347,1752,1176,718635,1074,Report,1874,1752,689,652187,837
08/01/2021,31,CA,134742,45274447,87539,72863,25688975,53528,Report,134742,87539,65784,20936317,36595
08/01/2021,31,OK,4205,3487924,8702,3206,1949724,6479,Admin,4205,8703,1006,1624759,2475
08/01/2021,31,DE,642,1095880,1559,451,608289,1011,Admin,642,1560,216,527460,609
08/01/2021,31,NY,18822,23046687,34321,12869,12360570,22033,Admin,18822,34322,6729,11184949,13883
08/01/2021,31,VI,8,85105,275,6,47553,206,Admin,8,275,2,38495,70
08/01/2021,31,MI,4122,9834121,9261,2769,5205853,6039,Admin,4122,9262,1418,4795431,3614
08/01/2021,31,ME,240,1666728,1706,161,914684,1108,Report,240,1706,117,853912,686
08/01/2021,31,KS,7145,2709869,5349,5194,1509678,3886,Report,7145,5349,2341,1319604,1710
08/01/2021,31,PA,6864,14654886,16154,5027,8435657,11001,Admin,6864,16155,2249,6714281,6180
08/01/2021,31,KY,15482,4210049,8738,8912,2319625,5827,Report,15482,8738,7274,2042731,3267
08/01/2021,31,FM,32,56210,111,25,33592,84,Admin,32,112,7,29299,52
08/01/2021,31,WI,2708,6185580,7061,1942,3278134,4804,Admin,2708,7061,836,3045584,2638
08/01/2021,31,UT,0,3029878,4498,0,1701280,2930,Admin,0,4498,0,1453452,1754
08/01/2021,31,RP,0,26674,155,0,15345,139,Admin,0,155,0,13519,23
08/01/2021,31,AK,69,697509,827,49,381445,581,Report,69,827,34,333126,314
08/01/2021,31,AS,0,51967,235,0,28763,135,Report,0,235,0,23700,101
07/31/2021,30,MI,12683,9798817,10033,7827,5184439,5870,Report,12683,10033,5258,4878436,4204
07/31/2021,30,GA,920,8941174,27424,502,4903979,18054,Report,920,27424,860,4104779,9475
07/31/2021,30,UT,0,3029878,4719,0,1701280,3092,Admin,0,4720,0,1453452,1819
07/31/2021,30,GU,179,203265,257,109,108580,138,Admin,179,258,84,98824,146
07/31/2021,30,NV,7472,2965093,6954,5032,1672802,4739,Report,7472,6954,2845,1367562,2537
07/31/2021,30,WV,668,1487736,483,473,826797,307,Report,668,483,316,699786,290
07/31/2021,30,NJ,14139,10412933,15526,8523,5706242,9928,Admin,14139,15526,6021,5067939,6236
07/31/2021,30,DE,1200,1095238,1546,756,607838,1008,Admin,1200,1546,479,527244,597
07/31/2021,30,MD,6609,7234487,9298,4142,3903420,5933,Admin,6609,9298,2647,3554437,3656
07/31/2021,30,MT,1867,973506,1229,1312,530059,866,Report,1867,1229,671,473831,416
07/31/2021,30,WV,109,1488301,424,83,827173,288,Admin,109,425,36,697538,183
07/31/2021,30,PA,643,14548512,20543,466,8371029,11803,Report,643,20543,662,6694268,9628
07/31/2021,30,US,446771,347409441,565847,304018,192122992,395423,Admin,446771,565848,155774,165108191,193194
07/31/2021,30,LA,10249,3684567,14439,8465,2046999,12042,Admin,10249,14439,1896,1758471,2761
07/31/2021,30,AK,424,699909,791,287,383149,566,Admin,424,791,165,336664,299
07/31/2021,30,KS,6770,2702724,5335,4844,1504484,3835,Report,6770,5335,2291,1317263,1736
07/31/2021,30,MI,7094,9829999,9139,4507,5203084,5980,Admin,7094,9139,2797,4794013,3548
07/31/2021,30,WA,9000,9037991,10991,5422,4893699,6928,Admin,9000,10992,3965,4407838,4639
07/31/2021,30,KS,3532,2719529,5126,2467,1516371,3773,Admin,3532,5126,1124,1274427,1609
07/31/2021,30,DC,924,906804,914,567,501232,560,Admin,924,914,371,424424,361
07/31/2021,30,RP,176,26674,155,176,15345,139,Admin,176,155,0,13519,23
07/31/2021,30,AR,9690,2442426,9144,7450,1411570,7199,Report,9690,9144,2561,1097775,2221
07/31/2021,30,OH,16492,11086847,14726,10507,5898803,8328,Report,16492,14726,6378,5437218,6388
07/31/2021,30,MO,9084,5506638,13260,5642,3061488,9141,Admin,9084,13260,3501,2594961,4479
07/31/2021,30,MP,206,61641,168,112,32578,96,Admin,206,168,98,29581,75
07/31/2021,30,TN,15542,5755732,12327,10268,3124153,8371,Report,15542,12327,4586,2670396,3534
07/31/2021,30,VI,39,85097,273,31,47547,205,Admin,39,274,8,38493,70
07/31/2021,30,PA,12756,14648022,15999,8450,8430630,10947,Admin,12756,16000,5023,6712032,6082
07/31/2021,30,AL,365,3587175,11839,270,2056224,9665,Report,365,11839,217,1683584,2547
07/31/2021,30,OR,6766,4743550,6289,4351,2549401,3835,Report,6766,6289,2872,2360847,2807
07/31/2021,30,MD,15536,7213539,11471,8074,3891481,6652,Report,15536,11471,7623,3559190,4874
07/31/2021,30,RP,0,26286,100,0,15069,100,Report,0,100,1,13461,0
07/31/2021,30,CT,2439,4606942,5524,1675,2500088,3748,Admin,2439,5525,1018,2262765,2130
07/31/2021,30,OK,6318,3483719,8567,4675,1946518,6411,Admin,6318,8567,1704,1623753,2407
07/31/2021,30,VT,349,875126,418,250,483757,289,Admin,349,418,150,430426,178
07/31/2021,30,UT,11853,3005542,6659,7516,1685906,4042,Report,11853,6659,4693,1436969,2769
07/31/2021,30,AZ,10401,7133095,11624,6986,3956821,8012,Admin,10401,11624,3543,3359318,3874
07/31/2021,30,CO,6611,6493159,8262,4137,3497671,5143,Admin,6611,8263,2683,3153954,3469
07/31/2021,30,NE,3008,1941405,2890,2045,1035158,1892,Report,3008,2890,958,957498,993
07/31/2021,30,AK,1063,697440,821,728,381396,577,Report,1063,821,414,333092,314
07/31/2021,30,ME,2048,1666488,1707,1317,914523,1111,Report,2048,1707,876,853795,683
07/31/2021,30,FL,69705,22548575,62794,49013,12572114,43844,Report,69705,62794,22238,10497212,19822
07/31/2021,30,OH,9873,11127347,12206,6670,5924060,8438,Admin,9873,12206,3530,5520840,4531
07/31/2021,30,RI,1331,1334202,1553,805,720328,990,Admin,1331,1554,584,658122,601
07/31/2021,30,LTC,943,7903364,857,821,4670605,612,Report,943,857,0,0,0
07/31/2021,30,LA,18501,3646097,14241,15256,2015500,11724,Report,18501,14241,3893,1716556,2866
07/31/2021,30,NY,47528,22950250,37731,30154,12301441,22416,Report,47528,37731,18755,11109858,16461
07/31/2021,30,ME,1113,1676153,1540,672,917746,1022,Admin,1113,1540,464,854724,612
07/31/2021,30,WY,10,447638,442,10,247112,325,Admin,10,442,7,215613,172
07/31/2021,30,US,711952,345640466,657213,472966,190982149,428475,Report,711952,657213,262884,164446964,245878
07/31/2021,30,ND,1380,663565,867,957,363826,595,Report,1380,867,445,305794,298
07/31/2021,30,NY,29833,23027865,33809,18753,12347701,21870,Admin,29833,33810,12446,11178220,13535
07/31/2021,30,KY,9342,4194567,7869,6767,2310713,5513,Report,9342,7869,3108,2035457,2665
07/31/2021,30,VT,735,872990,600,408,482351,352,Report,735,600,338,421444,282
